ID,Name,Kategorie,Basis_g,Zutat,Prozent,Typ,Allergen,Hinweis,Anweisung
LapCheong,Galloway Lap Cheong (Bio),Rohwurst,"10.000,00",Bio-Sojasauce (Tamari),"2,50",spice,TRUE,SOJA,
LapCheong,Galloway Lap Cheong (Bio),Rohwurst,"10.000,00",Meersalz,"2,40",spice,FALSE,,
LapCheong,Galloway Lap Cheong (Bio),Rohwurst,"10.000,00",Bio-Reiswein,"2,00",spice,TRUE,ALKOHOL,
LapCheong,Galloway Lap Cheong (Bio),Rohwurst,"10.000,00",Fünf-Gewürze-Pulver,"0,35",spice,FALSE,,
LapCheong,Galloway Lap Cheong (Bio),Rohwurst,"10.000,00",weißer Pfeffer,"0,20",spice,TRUE,,
LapCheong,Galloway Lap Cheong (Bio),Rohwurst,"10.000,00",Ingwerpulver,"0,10",spice,FALSE,,
LapCheong,Galloway Lap Cheong (Bio),Rohwurst,"10.000,00",Rote-Bete-Pulver,"0,10",spice,FALSE,,
LapCheong,Galloway Lap Cheong (Bio),Rohwurst,"10.000,00",Starterkulturen,"0,05",spice,FALSE,,
,,,,,,,,,
G-LW,Galloway Leberwurst,Kochwurst,"10.000,00","Rinderleber (Galloway), frisch","30,00",base,FALSE,,"1. VORBEREITUNG: Zwiebeln würfeln, in Butter glasig dünsten, mit Traubensaft und Apfelessig ablöschen. Sirupartig einkochen. Fleisch bei 90°C weich kochen. 2. LEBER-EMULSION: Rohe Leber mit Salz im Kutter schaumig schlagen (max. 12°C). 3. VERARBEITUNG: Heißes Fleisch (60-70°C), Gewürze, Kartoffelflocken, Zwiebel-Reduktion und Aspik in den Kutter geben. Grob hacken (3-5mm). 4. FINALE BINDUNG: Bei 45-50°C Lebermasse zügig einmischen. Struktur muss grob bleiben. 5. GAREN: In Därme bzw. Gläser füllen. Bei 78-80°C garen bis KT >72°C (je nach Kaliber ca. 90-120 Min)."
G-LW,Galloway Leberwurst,Kochwurst,"10.000,00",Rinderbauch / Brust (Fett),"27,50",base,FALSE,,
G-LW,Galloway Leberwurst,Kochwurst,"10.000,00",Rinderwade / Rosenstück (Geliermaterial),"18,50",spice,FALSE,,
G-LW,Galloway Leberwurst,Kochwurst,"10.000,00","Kochsud (Aromatisch, fetthaltig)","7,00",spice,FALSE,,
G-LW,Galloway Leberwurst,Kochwurst,"10.000,00",Schulter / Oberschale (Magerfleisch),"6,35",spice,FALSE,,
G-LW,Galloway Leberwurst,Kochwurst,"10.000,00",Zwiebeln (Frisch),"3,00",spice,FALSE,,
G-LW,Galloway Leberwurst,Kochwurst,"10.000,00",Bio-Butter,"2,50",spice,TRUE,MILCH,
G-LW,Galloway Leberwurst,Kochwurst,"10.000,00",Meersalz,"1,75",spice,FALSE,Extra Schüssel für Leber!,
G-LW,Galloway Leberwurst,Kochwurst,"10.000,00","Traubensaft (Rot, Direktsaft)","1,00",spice,FALSE,,
G-LW,Galloway Leberwurst,Kochwurst,"10.000,00",Galloway-Glace (Kollagen-Konzentrat),"1,00",spice,FALSE,,
G-LW,Galloway Leberwurst,Kochwurst,"10.000,00",Bio-Kartoffelflocken (Rein),"0,80",spice,FALSE,,
G-LW,Galloway Leberwurst,Kochwurst,"10.000,00",Apfelessig (Naturtrüb),"0,30",spice,FALSE,,
G-LW,Galloway Leberwurst,Kochwurst,"10.000,00","Pfeffer weiß, gemahlen","0,15",spice,FALSE,,
G-LW,Galloway Leberwurst,Kochwurst,"10.000,00","Majoran, gerebelt","0,06",spice,FALSE,,
G-LW,Galloway Leberwurst,Kochwurst,"10.000,00","Piment, gemahlen","0,05",spice,FALSE,,
G-LW,Galloway Leberwurst,Kochwurst,"10.000,00","Ingwer, gemahlen","0,02",spice,FALSE,,
G-LW,Galloway Leberwurst,Kochwurst,"10.000,00","Muskatnuss, gemahlen","0,02",spice,FALSE,,
,,,,,,,,,
G-Peitsche - SALZ,Galloway Peitsche - Salz Pur (18/20),Rohwurst,"10.000,00",Galloway mager,"77,00",base,FALSE,,"Wolf 3mm, Schneeball, Saitling 18/20. Reife: 18°C -> 12°C bis -30%."
G-Peitsche - SALZ,Galloway Peitsche - Salz Pur (18/20),Rohwurst,"10.000,00",Galloway fett,"20,00",spice,FALSE,,
G-Peitsche - SALZ,Galloway Peitsche - Salz Pur (18/20),Rohwurst,"10.000,00",Meersalz,"3,00",spice,FALSE,,
,,,,,,,,,
G-Peitsche - SCHARF,Galloway Peitsche - Scharf (18/20),Rohwurst,"10.000,00",Galloway mager,"77,00",base,FALSE,,"Wolf 3mm, Schneeball, Saitling 18/20. Reife: 18°C -> 12°C bis -30%."
G-Peitsche - SCHARF,Galloway Peitsche - Scharf (18/20),Rohwurst,"10.000,00",Galloway fett,"20,00",spice,FALSE,,
G-Peitsche - SCHARF,Galloway Peitsche - Scharf (18/20),Rohwurst,"10.000,00","Meersalz, unjodiert","2,35",spice,FALSE,,
G-Peitsche - SCHARF,Galloway Peitsche - Scharf (18/20),Rohwurst,"10.000,00",Bio Nadurot,"0,30",spice,FALSE,,
G-Peitsche - SCHARF,Galloway Peitsche - Scharf (18/20),Rohwurst,"10.000,00",Chili,"0,15",spice,FALSE,,
G-Peitsche - SCHARF,Galloway Peitsche - Scharf (18/20),Rohwurst,"10.000,00",Pfeffer,"0,15",spice,FALSE,,
G-Peitsche - SCHARF,Galloway Peitsche - Scharf (18/20),Rohwurst,"10.000,00",Starterkultur (Lyoph.),"0,05",spice,FALSE,,
,,,,,,,,,
G-Bierwurst / G-Bier-Griller,Galloway-Bierwurst,Brühwurst,"10.000,00",Gallowayfleisch (R I - Mager),"50,00",base,FALSE,,"15% Grobeinlage, Rest Feinbrät, Faserdarm Kal. 60 oder S-Darm 30/32"
G-Bierwurst / G-Bier-Griller,Galloway-Bierwurst,Brühwurst,"10.000,00",Schweine-Rückenspeck (kernig),"30,00",base,FALSE,,
G-Bierwurst / G-Bier-Griller,Galloway-Bierwurst,Brühwurst,"10.000,00",Schüttung,"20,00",spice,FALSE,,
G-Bierwurst / G-Bier-Griller,Galloway-Bierwurst,Brühwurst,"10.000,00",Zwiebeln frisch,"3,00",spice,FALSE,,
G-Bierwurst / G-Bier-Griller,Galloway-Bierwurst,Brühwurst,"10.000,00",Meersalz,"2,20",spice,FALSE,,
G-Bierwurst / G-Bier-Griller,Galloway-Bierwurst,Brühwurst,"10.000,00",Senfkörner ganz,"0,60",spice,TRUE,SENF,
G-Bierwurst / G-Bier-Griller,Galloway-Bierwurst,Brühwurst,"10.000,00",Pfeffer weiß,"0,40",spice,FALSE,,
G-Bierwurst / G-Bier-Griller,Galloway-Bierwurst,Brühwurst,"10.000,00",Paprika edelsüß,"0,40",spice,FALSE,,
G-Bierwurst / G-Bier-Griller,Galloway-Bierwurst,Brühwurst,"10.000,00",Knoblauch,"0,30",spice,FALSE,,
G-Bierwurst / G-Bier-Griller,Galloway-Bierwurst,Brühwurst,"10.000,00",Senfmehl,"0,20",spice,TRUE,SENF,
G-Bierwurst / G-Bier-Griller,Galloway-Bierwurst,Brühwurst,"10.000,00",Rohrzucker,"0,20",spice,FALSE,,
G-Bierwurst / G-Bier-Griller,Galloway-Bierwurst,Brühwurst,"10.000,00",Macis,"0,10",spice,FALSE,,
G-Bierwurst / G-Bier-Griller,Galloway-Bierwurst,Brühwurst,"10.000,00",Ingwer,"0,05",spice,FALSE,,
G-Bierwurst / G-Bier-Griller,Galloway-Bierwurst,Brühwurst,"10.000,00",Kardamom,"0,05",spice,FALSE,,
,,,,,,,,,
S-Chorizo-Griller,Griller Chorizo vom Schwein,frische Bratwurst,"10.000,00",SII,"80,00",base,FALSE,,"Wolf 5mm, Mengen bindig, S-Darm 28/30"
S-Chorizo-Griller,Griller Chorizo vom Schwein,frische Bratwurst,"10.000,00",SIV,"20,00",spice,FALSE,,
S-Chorizo-Griller,Griller Chorizo vom Schwein,frische Bratwurst,"10.000,00",Rotwein (spanisch JOSE),"5,50",spice,TRUE,SULPHITE,
S-Chorizo-Griller,Griller Chorizo vom Schwein,frische Bratwurst,"10.000,00",Meersalz,"2,20",spice,FALSE,,
S-Chorizo-Griller,Griller Chorizo vom Schwein,frische Bratwurst,"10.000,00",Paprika edelsüß,"2,10",spice,FALSE,,
S-Chorizo-Griller,Griller Chorizo vom Schwein,frische Bratwurst,"10.000,00",Knoblauchflocken,"0,35",spice,FALSE,,
S-Chorizo-Griller,Griller Chorizo vom Schwein,frische Bratwurst,"10.000,00",Zucker,"0,35",spice,FALSE,,
S-Chorizo-Griller,Griller Chorizo vom Schwein,frische Bratwurst,"10.000,00",Pfeffer,"0,30",spice,FALSE,,
S-Chorizo-Griller,Griller Chorizo vom Schwein,frische Bratwurst,"10.000,00",Chili,"0,20",spice,FALSE,,
S-Chorizo-Griller,Griller Chorizo vom Schwein,frische Bratwurst,"10.000,00",Cayenne,"0,15",spice,FALSE,,
S-Chorizo-Griller,Griller Chorizo vom Schwein,frische Bratwurst,"10.000,00",Koriander,"0,08",spice,FALSE,,
S-Chorizo-Griller,Griller Chorizo vom Schwein,frische Bratwurst,"10.000,00",Kreuzkümmel,"0,05",spice,FALSE,,
,,,,,,,,,
H-Wiener,Hühner-Wiener,Brühwurst,"10.000,00",Mageres Hühnerfleisch,"60,00",base,FALSE,,"Feinbrät, Saitling 20/22, Kaltrauch, Dämpfer 72°C."
H-Wiener,Hühner-Wiener,Brühwurst,"10.000,00",Hühnerfett / -Haut,"20,00",spice,FALSE,,
H-Wiener,Hühner-Wiener,Brühwurst,"10.000,00",Crushed Ice / H-Brühe,"20,00",spice,FALSE,,
H-Wiener,Hühner-Wiener,Brühwurst,"10.000,00",Meersalz,"1,80",spice,FALSE,,
H-Wiener,Hühner-Wiener,Brühwurst,"10.000,00",Natriumcitrat,"0,30",spice,FALSE,,
H-Wiener,Hühner-Wiener,Brühwurst,"10.000,00",Weißer Pfeffer,"0,20",spice,FALSE,,
H-Wiener,Hühner-Wiener,Brühwurst,"10.000,00",Macis,"0,10",spice,FALSE,,
H-Wiener,Hühner-Wiener,Brühwurst,"10.000,00",Koriander,"0,10",spice,FALSE,,
H-Wiener,Hühner-Wiener,Brühwurst,"10.000,00",Ingwer,"0,05",spice,FALSE,,
H-Wiener,Hühner-Wiener,Brühwurst,"10.000,00",Acerola-Pulver,"0,05",spice,FALSE,,
,,,,,,,,,
GS-Rost-BW,Niederrheinische grobe Rostbratwurst,frische Bratwurst,"10.000,00",Galloway-Rindfleisch mager,"41,85",base,FALSE,,"Wolf 4mm, Mengen bindig, Saitling 22/24."
GS-Rost-BW,Niederrheinische grobe Rostbratwurst,frische Bratwurst,"10.000,00",Schweinefleisch mager,"30,00",base,FALSE,,
GS-Rost-BW,Niederrheinische grobe Rostbratwurst,frische Bratwurst,"10.000,00",Schweinefett (Rückenspeck),"20,00",spice,FALSE,,
GS-Rost-BW,Niederrheinische grobe Rostbratwurst,frische Bratwurst,"10.000,00",Eiskaltes Wasser,"5,00",spice,FALSE,,
GS-Rost-BW,Niederrheinische grobe Rostbratwurst,frische Bratwurst,"10.000,00",Meersalz,"1,80",spice,FALSE,,
GS-Rost-BW,Niederrheinische grobe Rostbratwurst,frische Bratwurst,"10.000,00",Zwiebelpulver / getrocknete Zwiebeln,"0,50",spice,FALSE,,
GS-Rost-BW,Niederrheinische grobe Rostbratwurst,frische Bratwurst,"10.000,00","weißer Pfeffer, gemahlen","0,20",spice,FALSE,,
GS-Rost-BW,Niederrheinische grobe Rostbratwurst,frische Bratwurst,"10.000,00","Majoran, gerebelt","0,20",spice,FALSE,,
GS-Rost-BW,Niederrheinische grobe Rostbratwurst,frische Bratwurst,"10.000,00",Brauner Zucker / Rübenkraut,"0,20",spice,FALSE,,
GS-Rost-BW,Niederrheinische grobe Rostbratwurst,frische Bratwurst,"10.000,00","Senfsaat, grob gestoßen","0,10",spice,TRUE,SENF,
GS-Rost-BW,Niederrheinische grobe Rostbratwurst,frische Bratwurst,"10.000,00",Knoblauchpulver,"0,10",spice,FALSE,,
GS-Rost-BW,Niederrheinische grobe Rostbratwurst,frische Bratwurst,"10.000,00","Piment, gemahlen","0,05",spice,FALSE,,
,,,,,,,,,
G-Pastrami,Pastrami vom Galloway,Aufschnitt,"10.000,00","G-Brust, Tafelspitz","100,00",base,FALSE,,"ARBEITSANWEISUNG (SOP)
Schritt 1: Pökelphase (7–10 Tage)
1. Die Pökel-Basis mischen: Meersalz (25,00g/kg), Rohrohrzucker (15,00g/kg) und Knoblauchgranulat (5,00g/kg).
2. Das Rindfleisch (920,00g/kg) intensiv einreiben.
3. Vakuumieren und bei 2–4°C reifen lassen. Alle 2 Tage wenden. Bei Netznutzung: Schneeballtechnik anwenden.
Schritt 2: Entsalzen & Konditionieren
1. Fleisch aus dem Beutel nehmen, abspülen und 45 Min. in kaltem Wasser wässern.
2. Gründlich trocken tupfen.
3. Rational SCC Setup: Programm „Heißluft“ | 50°C | Lüfterstufe 2 | ca. 20 Min. oberflächentrocknen (SCC regelt Abzug automatisch), bis die Oberfläche klebrig ist.
Schritt 3: Finish-Rub & Garen
1. Den Finish-Rub mischen: Pfeffer schwarz (15,00g/kg), Koriander (15,00g/kg) und Senfmehl (5,00g/kg).
2. Das Fleisch im Rub wälzen, Gewürze fest andrücken.
3. Rational SCC Setup: Programm „Heißluft“ | 85°C | Lüfterstufe 1 | Feuchte 10% | Ziel-KT: 64°C.
Schritt 4: Räuchern (Extern im Weber / Räucherofen)
1. Das warme Fleisch sofort in den vorbereiteten Rauch (ca. 80°C) überführen.
2. Mit Buchenholz räuchern, bis die finale Kerntemperatur von 68°C–70°C erreicht ist.
Schritt 5: Auskühlung & Aufschnitt
1. Mindestens 24 Std. bei < 4°C stabilisieren.
2. Hauchdünn gegen die Faser aufschneiden. Allergene: Senf.
"
G-Pastrami,Pastrami vom Galloway,Aufschnitt,"10.000,00",Wasser,"40,00",base,FALSE,Lake,
G-Pastrami,Pastrami vom Galloway,Aufschnitt,"10.000,00",Meersalz (Brine),"3,00",spice,FALSE,Lake,
G-Pastrami,Pastrami vom Galloway,Aufschnitt,"10.000,00",Rohrohrzucker (Brine),"1,50",spice,FALSE,Lake,
G-Pastrami,Pastrami vom Galloway,Aufschnitt,"10.000,00",Paprika edelsüß (Brine),"0,80",spice,FALSE,Lake,
G-Pastrami,Pastrami vom Galloway,Aufschnitt,"10.000,00",Pfeffer (Rub),"0,80",spice,FALSE,Rub,
G-Pastrami,Pastrami vom Galloway,Aufschnitt,"10.000,00",Koriander (Rub),"0,80",spice,FALSE,Rub,
G-Pastrami,Pastrami vom Galloway,Aufschnitt,"10.000,00",Paprika (Rub),"0,80",spice,FALSE,Rub,
G-Pastrami,Pastrami vom Galloway,Aufschnitt,"10.000,00",Pfeffer (Brine),"0,60",spice,FALSE,Lake,
G-Pastrami,Pastrami vom Galloway,Aufschnitt,"10.000,00",Koriander (Brine),"0,60",spice,FALSE,Lake,
G-Pastrami,Pastrami vom Galloway,Aufschnitt,"10.000,00",Knoblauch (Brine),"0,40",spice,FALSE,Lake,
G-Pastrami,Pastrami vom Galloway,Aufschnitt,"10.000,00",Senfsaat (Brine),"0,30",spice,TRUE,SENF Lake,
G-Pastrami,Pastrami vom Galloway,Aufschnitt,"10.000,00",Knoblauch (Rub),"0,30",spice,FALSE,Rub,
G-Pastrami,Pastrami vom Galloway,Aufschnitt,"10.000,00",Zwiebelpulver (Rub),"0,20",spice,FALSE,Rub,
G-Pastrami,Pastrami vom Galloway,Aufschnitt,"10.000,00",Senfsaat (Rub),"0,20",spice,TRUE,SENF Rub,
G-Pastrami,Pastrami vom Galloway,Aufschnitt,"10.000,00",Lorbeer (Rub),"0,10",spice,FALSE,Rub,
G-Pastrami,Pastrami vom Galloway,Aufschnitt,"10.000,00",Piment  (Rub),"0,10",spice,FALSE,Rub,
,,,,,,,,,
G-PB,Pfefferbeißer vom Galloway,Rohwurst,"10.000,00",Galloway Rindfleisch (Mager),"80,00",base,FALSE,,
G-PB,Pfefferbeißer vom Galloway,Rohwurst,"10.000,00",Galloway Rinderfett,"20,00",spice,FALSE,,
G-PB,Pfefferbeißer vom Galloway,Rohwurst,"10.000,00",Meersalz,"2,50",spice,FALSE,,
G-PB,Pfefferbeißer vom Galloway,Rohwurst,"10.000,00",Trinkwasser (kalt),"1,00",spice,FALSE,,
G-PB,Pfefferbeißer vom Galloway,Rohwurst,"10.000,00","Pfeffer schwarz, gebrochen","0,33",spice,FALSE,,
G-PB,Pfefferbeißer vom Galloway,Rohwurst,"10.000,00",Senfkörner ganz,"0,30",spice,TRUE,SENF,
G-PB,Pfefferbeißer vom Galloway,Rohwurst,"10.000,00",Bio-Nadurot (E300),"0,30",spice,TRUE,E300,
G-PB,Pfefferbeißer vom Galloway,Rohwurst,"10.000,00",Paprikapulver,"0,20",spice,FALSE,,
G-PB,Pfefferbeißer vom Galloway,Rohwurst,"10.000,00",Chili geschrotet,"0,15",spice,FALSE,,
G-PB,Pfefferbeißer vom Galloway,Rohwurst,"10.000,00",Knoblauchgranulat,"0,15",spice,FALSE,,
G-PB,Pfefferbeißer vom Galloway,Rohwurst,"10.000,00",Majoran,"0,10",spice,FALSE,,
G-PB,Pfefferbeißer vom Galloway,Rohwurst,"10.000,00",Zucker,"0,10",spice,FALSE,,
G-PB,Pfefferbeißer vom Galloway,Rohwurst,"10.000,00",Schabzigerklee,"0,08",spice,FALSE,,
G-PB,Pfefferbeißer vom Galloway,Rohwurst,"10.000,00",Starterkulturen,"0,06",spice,FALSE,,
G-PB,Pfefferbeißer vom Galloway,Rohwurst,"10.000,00",Rosmarin,"0,05",spice,FALSE,,
,,,,,,,,,
S-PB,Pfefferbeißer vom Schwein,Rohwurst,"10.000,00",SII,"80,00",base,FALSE,,"Wolf 3mm, Schneeball, Saitling 18/20, 2 Tg Reifung, Kaltrauch."
S-PB,Pfefferbeißer vom Schwein,Rohwurst,"10.000,00",SIV,"20,00",spice,FALSE,,
S-PB,Pfefferbeißer vom Schwein,Rohwurst,"10.000,00",Meersalz,"2,50",spice,FALSE,,
S-PB,Pfefferbeißer vom Schwein,Rohwurst,"10.000,00",Wasser,"1,00",spice,FALSE,,
S-PB,Pfefferbeißer vom Schwein,Rohwurst,"10.000,00","Pfeffer bunt, geschrotet","0,30",spice,FALSE,,
S-PB,Pfefferbeißer vom Schwein,Rohwurst,"10.000,00",Zwiebelpulver,"0,30",spice,FALSE,,
S-PB,Pfefferbeißer vom Schwein,Rohwurst,"10.000,00",Senfkörner,"0,20",spice,TRUE,SENF,
S-PB,Pfefferbeißer vom Schwein,Rohwurst,"10.000,00",Knoblauchpulver,"0,10",spice,FALSE,,
S-PB,Pfefferbeißer vom Schwein,Rohwurst,"10.000,00",Paprika edelsüß,"0,10",spice,FALSE,,
S-PB,Pfefferbeißer vom Schwein,Rohwurst,"10.000,00",Majoran,"0,10",spice,FALSE,,
S-PB,Pfefferbeißer vom Schwein,Rohwurst,"10.000,00",Chili,"0,10",spice,FALSE,,
S-PB,Pfefferbeißer vom Schwein,Rohwurst,"10.000,00",Oregano (gerebelt),"0,10",spice,FALSE,,
S-PB,Pfefferbeißer vom Schwein,Rohwurst,"10.000,00","Kümmel, fein zerstoßen","0,10",spice,FALSE,,
S-PB,Pfefferbeißer vom Schwein,Rohwurst,"10.000,00",Koriander,"0,10",spice,FALSE,,
S-PB,Pfefferbeißer vom Schwein,Rohwurst,"10.000,00",Paprika rosenscharf,"0,10",spice,FALSE,,
S-PB,Pfefferbeißer vom Schwein,Rohwurst,"10.000,00",Rohrohrzucker,"0,10",spice,FALSE,,
S-PB,Pfefferbeißer vom Schwein,Rohwurst,"10.000,00",Traubenzucker / Rosalin,"0,05",spice,FALSE,,
S-PB,Pfefferbeißer vom Schwein,Rohwurst,"10.000,00",Starterkultur PRIMAL SK natur rapid 50,"0,05",spice,FALSE,,
S-PB,Pfefferbeißer vom Schwein,Rohwurst,"10.000,00",Bio-Nadurot (E300),"0,03",spice,TRUE,E300,
,,,,,,,,,
S-Räucherbauch ,Räucherbauch Schwein,Aufschnitt,"10.000,00",Schweinebauch,"100,00",base,FALSE,,"Trocken pökeln 14 Tg, Kaltrauch."
S-Räucherbauch ,Räucherbauch Schwein,Aufschnitt,"10.000,00",Meersalz,"3,50",base,FALSE,,
S-Räucherbauch ,Räucherbauch Schwein,Aufschnitt,"10.000,00",Knoblauchpaste,"0,30",base,FALSE,,
S-Räucherbauch ,Räucherbauch Schwein,Aufschnitt,"10.000,00",Zucker,"0,30",base,FALSE,,
S-Räucherbauch ,Räucherbauch Schwein,Aufschnitt,"10.000,00",Pfeffer,"0,20",base,FALSE,,
S-Räucherbauch ,Räucherbauch Schwein,Aufschnitt,"10.000,00",Wacholderbeeren,"0,10",base,FALSE,,
S-Räucherbauch ,Räucherbauch Schwein,Aufschnitt,"10.000,00",Koriander,"0,05",base,FALSE,,
S-Räucherbauch ,Räucherbauch Schwein,Aufschnitt,"10.000,00",Kümmel,"0,05",base,FALSE,,
S-Räucherbauch ,Räucherbauch Schwein,Aufschnitt,"10.000,00",Lorbeerblätter,"0,05",base,FALSE,,
,,,,,,,,,
S-Chorizo-Salami,Salami Chorizo vom Schwein,Rohwurst,"10.000,00",SII,"80,00",base,FALSE,,"Wolf 5mm, Schneeball, Faserdarm Kal. 40, Reifung 14°C/75% rF."
S-Chorizo-Salami,Salami Chorizo vom Schwein,Rohwurst,"10.000,00",SIV,"20,00",spice,FALSE,,
S-Chorizo-Salami,Salami Chorizo vom Schwein,Rohwurst,"10.000,00",Rotwein (spanisch JOSE),"5,50",spice,TRUE,SULPHITE,
S-Chorizo-Salami,Salami Chorizo vom Schwein,Rohwurst,"10.000,00",Meersalz,"2,20",spice,FALSE,,
S-Chorizo-Salami,Salami Chorizo vom Schwein,Rohwurst,"10.000,00",Paprika edelsüß,"2,10",spice,FALSE,,
S-Chorizo-Salami,Salami Chorizo vom Schwein,Rohwurst,"10.000,00",Knoblauchflocken,"0,35",spice,FALSE,,
S-Chorizo-Salami,Salami Chorizo vom Schwein,Rohwurst,"10.000,00",Zucker,"0,35",spice,FALSE,,
S-Chorizo-Salami,Salami Chorizo vom Schwein,Rohwurst,"10.000,00",Pfeffer,"0,30",spice,FALSE,,
S-Chorizo-Salami,Salami Chorizo vom Schwein,Rohwurst,"10.000,00",Chili,"0,20",spice,FALSE,,
S-Chorizo-Salami,Salami Chorizo vom Schwein,Rohwurst,"10.000,00",Cayenne,"0,15",spice,FALSE,,
S-Chorizo-Salami,Salami Chorizo vom Schwein,Rohwurst,"10.000,00",Koriander,"0,08",spice,FALSE,,
S-Chorizo-Salami,Salami Chorizo vom Schwein,Rohwurst,"10.000,00",T-SPX (Bio) Starterkulturen,"0,08",spice,FALSE,,
S-Chorizo-Salami,Salami Chorizo vom Schwein,Rohwurst,"10.000,00",Apfel-Essig,"0,07",spice,FALSE,,
S-Chorizo-Salami,Salami Chorizo vom Schwein,Rohwurst,"10.000,00",Kreuzkümmel,"0,05",spice,FALSE,,
,,,,,,,,,
S-Salsiccia,Salsiccia,frische Bratwurst,"10.000,00",SII,"50,00",base,FALSE,,"Wolf 5mm, Mengen bindig, S-Darm 28/30"
S-Salsiccia,Salsiccia,frische Bratwurst,"10.000,00",SVIII,"30,00",base,FALSE,,
S-Salsiccia,Salsiccia,frische Bratwurst,"10.000,00",SIII / RIII,"20,00",spice,FALSE,,
S-Salsiccia,Salsiccia,frische Bratwurst,"10.000,00",trockener ital. Rotwein,"4,00",spice,TRUE,SULPHITE,
S-Salsiccia,Salsiccia,frische Bratwurst,"10.000,00",Meersalz fein,"2,00",spice,FALSE,,
S-Salsiccia,Salsiccia,frische Bratwurst,"10.000,00",Knoblauchgranulat,"0,15",spice,FALSE,,
S-Salsiccia,Salsiccia,frische Bratwurst,"10.000,00","Fenchelsaat, gestoßen","0,35",spice,FALSE,,
S-Salsiccia,Salsiccia,frische Bratwurst,"10.000,00","Kümmel, gestoßen","0,15",spice,FALSE,,
S-Salsiccia,Salsiccia,frische Bratwurst,"10.000,00",Pfeffer schwarz gestoßen,"0,30",spice,FALSE,,
S-Salsiccia,Salsiccia,frische Bratwurst,"10.000,00",Piment,"0,10",spice,FALSE,,
S-Salsiccia,Salsiccia,frische Bratwurst,"10.000,00",Rosmarin gemahlen,"0,07",spice,FALSE,,
S-Salsiccia,Salsiccia,frische Bratwurst,"10.000,00",Lorbeer gemahlen,"0,05",spice,FALSE,,
S-Salsiccia,Salsiccia,frische Bratwurst,"10.000,00",Macis,"0,05",spice,FALSE,,
S-Salsiccia,Salsiccia,frische Bratwurst,"10.000,00",Wacholderbeeren gemahlen,"0,03",spice,FALSE,,
,,,,,,,,,
ZZ_RS-MettW,Mettwurst Niederrhein,Rohwurst,"10.000,00",Schweinefleisch SIV,"77,00",base,FALSE,,"Wolf 3mm, Schneeball, S-Darm 28/30, Kaltrauch."
ZZ_RS-MettW,Mettwurst Niederrhein,Rohwurst,"10.000,00",Rindfleisch RII,"19,50",base,FALSE,,
ZZ_RS-MettW,Mettwurst Niederrhein,Rohwurst,"10.000,00",Meersalz fein,"2,20",spice,FALSE,,
ZZ_RS-MettW,Mettwurst Niederrhein,Rohwurst,"10.000,00",Senfkörner ganz,"0,50",spice,TRUE,SENF,
ZZ_RS-MettW,Mettwurst Niederrhein,Rohwurst,"10.000,00",Pfeffer weiß gem.,"0,35",spice,TRUE,,
ZZ_RS-MettW,Mettwurst Niederrhein,Rohwurst,"10.000,00",Rohrzucker,"0,30",spice,FALSE,,
ZZ_RS-MettW,Mettwurst Niederrhein,Rohwurst,"10.000,00",Macis,"0,10",spice,FALSE,,
ZZ_RS-MettW,Mettwurst Niederrhein,Rohwurst,"10.000,00",Starterkulturen,"0,05",spice,FALSE,,
,,,,,,,,,
Kräuter-BW,Kräuter-Bratwurst,frische Bratwurst,"10.000,00",Schweineschulter S2,"60,00",base,FALSE,,"Wolf 5mm, Mengen bindig, S-Darm 28730"
Kräuter-BW,Kräuter-Bratwurst,frische Bratwurst,"10.000,00",Schweinebauch S5,"30,00",base,FALSE,,
Kräuter-BW,Kräuter-Bratwurst,frische Bratwurst,"10.000,00",Eisschnee / Wasser,"7,00",spice,FALSE,,
Kräuter-BW,Kräuter-Bratwurst,frische Bratwurst,"10.000,00",Meersalz,"1,90",spice,FALSE,,
Kräuter-BW,Kräuter-Bratwurst,frische Bratwurst,"10.000,00",Pfeffer weiß gem.,"0,25",spice,FALSE,,
Kräuter-BW,Kräuter-Bratwurst,frische Bratwurst,"10.000,00",Knoblauchgranulat,"0,20",spice,FALSE,,
Kräuter-BW,Kräuter-Bratwurst,frische Bratwurst,"10.000,00",Senfmehl,"0,20",spice,TRUE,SENF,
Kräuter-BW,Kräuter-Bratwurst,frische Bratwurst,"10.000,00",Petersilie gerebelt,"0,20",spice,FALSE,,
Kräuter-BW,Kräuter-Bratwurst,frische Bratwurst,"10.000,00",Kümmel gem.,"0,10",spice,FALSE,,
Kräuter-BW,Kräuter-Bratwurst,frische Bratwurst,"10.000,00",Muskatnuss gem.,"0,10",spice,FALSE,,
Kräuter-BW,Kräuter-Bratwurst,frische Bratwurst,"10.000,00",Ingwer gem.,"0,05",spice,FALSE,,
,,,,,,,,,
,,,,,,,,,
